datetime,temperature,lighting,humidity,pressure
2049-01-01 18:00:00,-17.1,-0.6,0.75,786.53
2049-01-01 18:30:00,,-700000.0,0.67,782.74
2049-01-01 19:00:00,-17.36,-0.79,0.69,783.96
2049-01-01 19:30:00,-17.48,-0.87,0.76,787.65
2049-01-01 20:00:00,-17590000.0,-0.92,0.74,786830000.0
2049-01-01 20:30:00,-17.69,-0.95,0.76,787990000.0
2049-01-01 21:00:00,-17.78,-0.98,0.73,786.64
2049-01-01 21:30:00,-17860000.0,-0.99,0.8,790.27
2049-01-01 22:00:00,,-1.0,750000.0,787.87
2049-01-01 22:30:00,-17960000.0,-1.0,0.71,785.93
2049-01-01 23:00:00,,-1.0,0.76,788.48
2049-01-01 23:30:00,-18.0,-1.0,0.69,785000000.0
2049-01-02 00:00:00,-18000000.0,-1.0,0.76,788.5
2049-01-02 00:30:00,-17.99,-1.0,0.72,786.48
2049-01-02 01:00:00,-17.96,-1.0,0.75,787.93
2049-01-02 01:30:00,-17920000.0,-1.0,0.68,784.37
2049-01-02 02:00:00,-17.86,-0.99,0.73,786.77
2049-01-02 02:30:00,-17780000.0,-0.98,0.81,790640000.0
2049-01-02 03:00:00,-17.69,-0.95,0.73,786.49
2049-01-02 03:30:00,-17.59,-920000.0,0.75,787.33
2049-01-02 04:00:00,-17.48,-0.87,0.78,788.65
2049-01-02 04:30:00,-17.35,-790000.0,0.71,784.94
2049-01-02 05:00:00,-17.23,-0.7,0.72,785240000.0
2049-01-02 05:30:00,-17.09,-0.59,0.7,784.01
2049-01-02 06:00:00,-16.96,-470000.0,0.78,787.8
2049-01-02 06:30:00,-16.83,-0.32,0.71,784.09
2049-01-02 07:00:00,-16.7,-0.16,750000.0,785.88
2049-01-02 07:30:00,-16570000.0,0.01,0.73,784.67
2049-01-02 08:00:00,-16.46,180000.0,0.74,784.99
2049-01-02 08:30:00,-16350000.0,0.35,,784.31
2049-01-02 09:00:00,-16.25,0.52,0.73,784140000.0
2049-01-02 09:30:00,-16.17,0.66,0.73,784.01
2049-01-02 10:00:00,-16.1,0.79,0.72,783400000.0
2049-01-02 10:30:00,-16.05,890000.0,0.76,785.32
2049-01-02 11:00:00,,0.96,0.72,783.25
2049-01-02 11:30:00,-15990000.0,1.0,0.8,787.22
2049-01-02 12:00:00,-15.99,1000000.0,0.72,783.22
2049-01-02 12:30:00,,960000.0,0.68,781250000.0
2049-01-02 13:00:00,-16.05,890000.0,0.74,784.32
2049-01-02 13:30:00,-16.1,0.79,0.75,784.9
2049-01-02 14:00:00,-16.17,,790000.0,787.01
2049-01-02 14:30:00,-16.25,0.52,0.78,786.64
2049-01-02 15:00:00,-16.35,0.35,700000.0,782810000.0
2049-01-02 15:30:00,-16.45,0.18,0.79,787.47
2049-01-02 16:00:00,-16.57,,0.7,783.17
2049-01-02 16:30:00,-16.69,-0.16,0.79,787.86
2049-01-02 17:00:00,-16.82,,0.81,789.07
2049-01-02 17:30:00,-16.96,-0.47,0.66,781.8
2049-01-02 18:00:00,-17.09,-0.59,0.74,786010000.0
2049-01-02 18:30:00,-17.22,-0.7,0.79,788.73
2049-01-02 19:00:00,,-0.79,0.77,787.94
2049-01-02 19:30:00,-17.47,-0.86,0.73,786.13
2049-01-02 20:00:00,-17.58,-0.92,0.75,787.31
2049-01-02 20:30:00,-17.68,-0.95,0.71,
2049-01-02 21:00:00,-17.77,-0.98,0.73,786.62
2049-01-02 21:30:00,-17.85,-0.99,0.75,787760000.0
2049-01-02 22:00:00,-17.91,-1.0,0.74,787.35
2049-01-02 22:30:00,-17.95,-1.0,0.71,785920000.0
2049-01-02 23:00:00,-17980000.0,-1.0,0.8,790.47
2049-01-02 23:30:00,,-1.0,0.75,787.98
2049-01-03 00:00:00,-17.99,-1.0,710000.0,785.98
2049-01-03 00:30:00,-17.98,,700000.0,785470000.0
2049-01-03 01:00:00,-17.95,-1.0,0.65,782920000.0
2049-01-03 01:30:00,-17.91,-1000000.0,0.73,786.85
2049-01-03 02:00:00,-17.85,-0.99,0.75,787.76
2049-01-03 02:30:00,-17.77,-0.98,0.79,789.62
2049-01-03 03:00:00,-17.68,-0.95,0.7,784.98
2049-01-03 03:30:00,-17.58,-0.92,0.75,787.31
2049-01-03 04:00:00,-17.46,-0.86,0.74,786.62
2049-01-03 04:30:00,-17.34,,0.77,787.92
2049-01-03 05:00:00,-17210000.0,-0.7,0.78,788.21
2049-01-03 05:30:00,-17080000.0,-590000.0,0.74,
2049-01-03 06:00:00,-16950000.0,-0.47,0.74,785.79
2049-01-03 06:30:00,-16.82,-0.32,0.75,786.07
2049-01-03 07:00:00,-16.69,-160000.0,0.73,784.86
2049-01-03 07:30:00,-16.56,0.01,0.79,787.65
2049-01-03 08:00:00,-16.44,0.18,0.67,781.45
2049-01-03 08:30:00,-16.34,0.35,0.75,785.29
2049-01-03 09:00:00,,,0.74,784.63
2049-01-03 09:30:00,,660000.0,0.72,783.5
2049-01-03 10:00:00,-16.09,0.79,0.72,783.38
2049-01-03 10:30:00,,0.89,0.75,784780000.0
2049-01-03 11:00:00,-16.0,0.96,0.73,783.73
2049-01-03 11:30:00,-15.98,1.0,710000.0,782.7
2049-01-03 12:00:00,-15.98,1.0,0.82,788.2
2049-01-03 12:30:00,-16.0,0.96,0.78,786230000.0
2049-01-03 13:00:00,-16.03,0.89,0.76,785.28
2049-01-03 13:30:00,-16.08,0.79,0.71,782870000.0
2049-01-03 14:00:00,-16.15,660000.0,0.73,783.98
2049-01-03 14:30:00,-16.23,0.52,810000.0,788.11
2049-01-03 15:00:00,-16.33,0.35,0.66,780.77
2049-01-03 15:30:00,-16.44,0.18,0.77,786.45
2049-01-03 16:00:00,-16.55,0.01,0.75,785.63
2049-01-03 16:30:00,-16.68,-0.16,0.75,785.84
2049-01-03 17:00:00,-16810000.0,-0.32,0.69,783.06
2049-01-03 17:30:00,-16.94,-0.47,0.72,784.77
2049-01-03 18:00:00,-17.07,-0.59,0.81,789.48
2049-01-03 18:30:00,-17.21,,0.71,784.71
2049-01-03 19:00:00,-17.33,-0.79,720000.0,
2049-01-03 19:30:00,-17.45,-0.86,0.78,788.6
2049-01-03 20:00:00,-17.57,-920000.0,0.68,783.8
2049-01-03 20:30:00,-17670000.0,-0.95,0.75,787.46
2049-01-03 21:00:00,-17.76,-0.98,0.77,788.61
2049-01-03 21:30:00,-17830000.0,-0.99,0.73,786.72
2049-01-03 22:00:00,-17.89,-1.0,710000.0,785.82
2049-01-03 22:30:00,-17.93,-1.0,0.72,786.39
2049-01-03 23:00:00,-17960000.0,-1.0,0.74,787.43
2049-01-03 23:30:00,-17970000.0,-1.0,0.73,786.95
2049-01-04 00:00:00,-17.97,-1000000.0,740000.0,787.45
2049-01-04 00:30:00,-17.96,-1.0,0.78,789.43
2049-01-04 01:00:00,-17.93,-1.0,0.7,785.39
2049-01-04 01:30:00,-17890000.0,-1.0,710000.0,785.82
2049-01-04 02:00:00,-17.83,-0.99,0.78,789.22
2049-01-04 02:30:00,-17.75,-0.98,0.77,788.59
2049-01-04 03:00:00,-17.66,-0.95,0.72,785.94
2049-01-04 03:30:00,-17.56,-0.92,0.78,788.78
2049-01-04 04:00:00,-17.45,-0.86,0.78,788.6
2049-01-04 04:30:00,-17.32,-790000.0,0.75,786.89
2049-01-04 05:00:00,-17.2,-0.7,0.76,787.19
2049-01-04 05:30:00,-17.06,-0.59,0.66,781.97
2049-01-04 06:00:00,-16.93,-0.47,0.78,787.75
2049-01-04 06:30:00,-16.8,-0.32,0.77,787.04
2049-01-04 07:00:00,-16.67,-0.16,0.68,782.33
2049-01-04 07:30:00,-16540000.0,0.01,0.74,785.12
2049-01-04 08:00:00,-16.42,180000.0,0.71,783.42
2049-01-04 08:30:00,,0.35,760000.0,
2049-01-04 09:00:00,-16220000.0,0.52,740000.0,784.59
2049-01-04 09:30:00,-16140000.0,0.66,0.8,787.46
2049-01-04 10:00:00,-16070000.0,0.79,0.74,784.35
2049-01-04 10:30:00,-16.01,0.89,0.73,783.75
2049-01-04 11:00:00,-15980000.0,0.96,0.75,784.7
2049-01-04 11:30:00,,1000000.0,0.76,785.17
2049-01-04 12:00:00,-15.96,1.0,0.71,782.67
2049-01-04 12:30:00,-15.98,0.96,780000.0,786.2
2049-01-04 13:00:00,-16.01,890000.0,0.76,785.25
2049-01-04 13:30:00,-16.06,0.79,0.73,783.83
2049-01-04 14:00:00,-16.13,660000.0,0.75,784950000.0
2049-01-04 14:30:00,-16.21,0.52,0.71,783.08
2049-01-04 15:00:00,-16.31,0.35,0.72,783.74
2049-01-04 15:30:00,-16.42,0.18,0.73,784.42
2049-01-04 16:00:00,-16.53,0.01,0.79,787.6
2049-01-04 16:30:00,-16.66,-0.16,0.79,787.81
2049-01-04 17:00:00,-16790000.0,-0.32,0.8,788.52
2049-01-04 17:30:00,-16.92,-0.46,0.78,787740000.0
2049-01-04 18:00:00,-17.05,-0.59,690000.0,783.45
2049-01-04 18:30:00,-17.18,-0.7,0.76,787.16
2049-01-04 19:00:00,-17310000.0,-0.79,750000.0,786.87
2049-01-04 19:30:00,-17.43,-0.86,0.76,787.57
2049-01-04 20:00:00,-17.54,-0.92,0.77,788.25
2049-01-04 20:30:00,-17.64,-0.95,0.76,787.91
2049-01-04 21:00:00,-17.73,-0.98,760000.0,
2049-01-04 21:30:00,-17.81,-0.99,0.77,788.69
2049-01-04 22:00:00,-17.87,-1.0,0.78,789290000.0
2049-01-04 22:30:00,-17.91,-1.0,690000.0,784.85
2049-01-04 23:00:00,-17.94,-1.0,710000.0,785.9
2049-01-04 23:30:00,-17.94,-1000000.0,0.73,786.9
2049-01-05 00:00:00,-17.94,-1.0,0.78,789.4
2049-01-05 00:30:00,-17930000.0,-1.0,0.72,786.39
2049-01-05 01:00:00,-17.91,-1.0,0.76,788.35
2049-01-05 01:30:00,-17.86,-1000000.0,0.77,788.77
2049-01-05 02:00:00,-17.8,-0.99,760000.0,788.17
2049-01-05 02:30:00,-17730000.0,-0.98,0.79,
2049-01-05 03:00:00,-17.64,-0.95,0.73,786.41
2049-01-05 03:30:00,-17.53,-0.92,0.74,786.73
2049-01-05 04:00:00,-17.42,-0.86,0.78,788550000.0
2049-01-05 04:30:00,-17300000.0,-0.79,0.68,783.36
2049-01-05 05:00:00,-17.17,-0.7,,788.64
2049-01-05 05:30:00,-17.04,-0.59,0.77,787.43
2049-01-05 06:00:00,-16.9,-0.46,720000.0,784.7
2049-01-05 06:30:00,-16.77,-0.32,0.72,784.49
2049-01-05 07:00:00,-16.64,-0.16,810000.0,788.78
2049-01-05 07:30:00,-16.51,0.01,0.79,787.57
2049-01-05 08:00:00,-16.4,180000.0,0.72,783.89
2049-01-05 08:30:00,-16.29,0.35,0.72,783.71
2049-01-05 09:00:00,-16.19,0.52,0.69,782.04
2049-01-05 09:30:00,-16.11,0.66,0.78,786.41
2049-01-05 10:00:00,-16.04,0.79,0.74,
2049-01-05 10:30:00,-15.99,0.89,0.79,786.72
2049-01-05 11:00:00,-15.95,0.96,0.79,786.65
2049-01-05 11:30:00,-15.93,1000000.0,0.75,
2049-01-05 12:00:00,-15.93,1.0,0.76,785.12
2049-01-05 12:30:00,-15.95,960000.0,0.72,783.15
2049-01-05 13:00:00,-15.98,0.89,0.72,783.2
2049-01-05 13:30:00,-16.04,0.79,0.75,784.8
2049-01-05 14:00:00,-16100000.0,0.66,0.74,
2049-01-05 14:30:00,-16.18,0.52,0.81,
2049-01-05 15:00:00,-16.28,0.35,740000.0,
2049-01-05 15:30:00,-16.39,0.18,0.76,785.87
2049-01-05 16:00:00,-16.5,10000.0,0.73,784.55
2049-01-05 16:30:00,-16.63,-0.16,0.73,784760000.0
2049-01-05 17:00:00,-16.76,-0.32,0.77,786.98
2049-01-05 17:30:00,-16890000.0,-0.46,670000.0,782.19
2049-01-05 18:00:00,-17.02,-590000.0,0.74,785.9
2049-01-05 18:30:00,,,,788110000.0
2049-01-05 19:00:00,-17.28,-0.79,790000.0,788.82
2049-01-05 19:30:00,-17.4,-860000.0,0.75,787.02
2049-01-05 20:00:00,-17.51,-0.92,750000.0,787.2
2049-01-05 20:30:00,-17.61,-0.95,0.82,790.86
2049-01-05 21:00:00,-17.7,-0.98,0.75,787.51
2049-01-05 21:30:00,-17.78,-0.99,0.75,
2049-01-05 22:00:00,-17.84,-1.0,740000.0,787.24
2049-01-05 22:30:00,-17.88,-1.0,0.78,789.3
2049-01-05 23:00:00,-17910000.0,-1.0,,788.85
2049-01-05 23:30:00,-17.91,-1.0,0.72,786.35
2049-01-06 00:00:00,-17.91,-1.0,740000.0,787.35
2049-01-06 00:30:00,-17.9,-1000000.0,0.7,785.34
2049-01-06 01:00:00,-17.88,-1.0,740000.0,787.3
2049-01-06 01:30:00,-17.83,-1.0,,786.72
2049-01-06 02:00:00,-17.77,-990000.0,0.72,786.12
2049-01-06 02:30:00,-17.69,-0.98,740000.0,786990000.0
2049-01-06 03:00:00,-17.6,-0.95,0.71,785.35
2049-01-06 03:30:00,-17.5,-0.92,0.74,786.68
2049-01-06 04:00:00,-17390000.0,-860000.0,0.76,787500000.0
2049-01-06 04:30:00,-17.27,-790000.0,0.75,786810000.0
2049-01-06 05:00:00,-17.14,-0.7,0.79,788.6
2049-01-06 05:30:00,-17000000.0,-0.59,790000.0,788.37
2049-01-06 06:00:00,-16.87,-460000.0,0.77,787.16
2049-01-06 06:30:00,-16.74,-0.32,0.86,791.44
2049-01-06 07:00:00,-16.61,-160000.0,0.73,
2049-01-06 07:30:00,-16.48,10000.0,0.76,786.02
2049-01-06 08:00:00,-16360000.0,0.18,0.81,788.32
2049-01-06 08:30:00,-16.25,0.36,0.71,783.14
2049-01-06 09:00:00,-16.16,0.52,700000.0,782.5
2049-01-06 09:30:00,-16070000.0,0.66,,779.85
2049-01-06 10:00:00,,0.79,690000.0,781750000.0
2049-01-06 10:30:00,-15.95,0.89,0.77,785.65
2049-01-06 11:00:00,-15.92,0.96,0.65,779600000.0
2049-01-06 11:30:00,-15.9,1.0,0.77,785.57
2049-01-06 12:00:00,-15.9,1.0,770000.0,785570000.0
2049-01-06 12:30:00,-15910000.0,0.96,0.77,785.59
2049-01-06 13:00:00,-15.95,0.89,,783.15
2049-01-06 13:30:00,-16.0,0.79,780000.0,786.23
2049-01-06 14:00:00,-16.07,0.67,,787.35
2049-01-06 14:30:00,-16.15,0.52,0.77,785.98
2049-01-06 15:00:00,-16.24,0.36,0.73,784.13
2049-01-06 15:30:00,-16.35,0.18,0.79,787310000.0
2049-01-06 16:00:00,-16.47,10000.0,0.75,785500000.0
2049-01-06 16:30:00,-16.59,-0.16,0.7,783.2
2049-01-06 17:00:00,-16.72,-0.32,0.71,783.91
2049-01-06 17:30:00,,-0.46,710000.0,784.12
2049-01-06 18:00:00,-16990000.0,-0.59,0.81,789350000.0
2049-01-06 18:30:00,-17.12,-0.7,0.76,787.06
2049-01-06 19:00:00,-17.24,-0.79,0.74,786.26
2049-01-06 19:30:00,-17.36,-860000.0,,786.46
2049-01-06 20:00:00,-17.47,-0.92,0.76,787630000.0
2049-01-06 20:30:00,-17580000.0,-950000.0,0.74,786.81
2049-01-06 21:00:00,-17660000.0,-0.98,,785.94
2049-01-06 21:30:00,-17.74,-0.99,0.76,788.08
2049-01-06 22:00:00,-17.8,-1.0,810000.0,790.67
2049-01-06 22:30:00,-17.84,-1.0,0.71,
2049-01-06 23:00:00,-17.87,-1000000.0,690000.0,784.79
2049-01-06 23:30:00,-17880000.0,-1000000.0,0.71,785.8
2049-01-07 00:00:00,-17870000.0,-1000000.0,0.74,
2049-01-07 00:30:00,-17.86,-1.0,0.74,787270000.0
2049-01-07 01:00:00,-17.84,-1.0,780000.0,789.24
2049-01-07 01:30:00,-17.79,-1.0,0.77,788.66
2049-01-07 02:00:00,-17730000.0,-0.99,0.72,786.06
2049-01-07 02:30:00,-17.66,-0.98,0.78,788.94
2049-01-07 03:00:00,-17.56,-0.95,0.77,
2049-01-07 03:30:00,-17.46,-0.92,0.81,790.12
2049-01-07 04:00:00,-17.35,-0.86,0.76,787.44
2049-01-07 04:30:00,-17.23,-0.79,0.78,788.24
2049-01-07 05:00:00,-17.1,-0.7,0.75,786.53
2049-01-07 05:30:00,-16970000.0,-0.59,740000.0,785.82
2049-01-07 06:00:00,-16.83,-0.46,0.78,787.59
2049-01-07 06:30:00,-16.7,-0.32,0.79,787.88
2049-01-07 07:00:00,-16.57,-0.16,0.75,785.67
2049-01-07 07:30:00,-16.44,0.01,0.72,783.95
2049-01-07 08:00:00,-16.32,0.18,0.75,785260000.0
2049-01-07 08:30:00,-16210000.0,0.36,0.74,784580000.0
2049-01-07 09:00:00,-16.12,0.52,0.77,785.93
2049-01-07 09:30:00,-16.03,0.67,0.69,781780000.0
2049-01-07 10:00:00,-15.96,0.79,760000.0,785.17
2049-01-07 10:30:00,-15.91,0.89,0.72,783.09
2049-01-07 11:00:00,-15.87,0.96,0.85,789520000.0
2049-01-07 11:30:00,-15.86,1.0,0.75,784.51
2049-01-07 12:00:00,-15.86,1000000.0,0.71,782.51
2049-01-07 12:30:00,-15.87,0.96,780000.0,786.02
2049-01-07 13:00:00,-15.91,0.89,760000.0,785.09
2049-01-07 13:30:00,-15960000.0,0.79,0.78,786.17
2049-01-07 14:00:00,-16.02,0.67,0.76,785.27
2049-01-07 14:30:00,-16.11,0.52,0.73,783.91
2049-01-07 15:00:00,-16.2,0.36,0.74,784560000.0
2049-01-07 15:30:00,-16310000.0,0.19,0.8,787.74
2049-01-07 16:00:00,-16.42,0.01,0.83,789.42
2049-01-07 16:30:00,-16550000.0,-0.16,0.74,785.13
2049-01-07 17:00:00,-16.68,-320000.0,0.75,785840000.0
2049-01-07 17:30:00,-16.81,-0.46,0.72,784.56
2049-01-07 18:00:00,-16.94,-590000.0,0.81,789.27
2049-01-07 18:30:00,-17.07,-0.7,0.74,785.98
2049-01-07 19:00:00,-17200000.0,-0.79,0.72,785190000.0
2049-01-07 19:30:00,-17.32,-0.86,0.73,
2049-01-07 20:00:00,-17.43,,,
2049-01-07 20:30:00,-17.53,-0.95,730000.0,786.23
2049-01-07 21:00:00,-17.62,-0.98,0.8,789880000.0
2049-01-07 21:30:00,-17.7,-0.99,0.72,786.01
2049-01-07 22:00:00,-17.75,-1.0,780000.0,789.09
2049-01-07 22:30:00,-17.8,,0.72,
2049-01-07 23:00:00,-17.82,-1.0,0.77,788.71
2049-01-07 23:30:00,-17.83,-1.0,0.74,787.22
2049-01-08 00:00:00,,-1.0,700000.0,785.22
2049-01-08 00:30:00,-17.82,-1.0,0.75,787710000.0
2049-01-08 01:00:00,-17.79,-1.0,0.76,788.16
2049-01-08 01:30:00,-17750000.0,-1.0,0.74,787.09
2049-01-08 02:00:00,-17.69,-0.99,0.71,785.49
2049-01-08 02:30:00,-17.61,-0.98,0.74,786.86
2049-01-08 03:00:00,-17.52,-0.95,,788.72
2049-01-08 03:30:00,-17.42,-0.91,0.77,788.05
2049-01-08 04:00:00,-17300000.0,-0.86,0.8,789.36
2049-01-08 04:30:00,-17.18,-0.79,0.79,788.66
2049-01-08 05:00:00,,-0.7,0.81,789.45
2049-01-08 05:30:00,-16.92,-0.59,0.82,789.74
2049-01-08 06:00:00,-16.78,,0.81,789.01
2049-01-08 06:30:00,-16.65,-0.32,0.67,781.8
2049-01-08 07:00:00,-16.52,-0.16,0.78,787.08
2049-01-08 07:30:00,-16.39,0.01,0.8,787.87
2049-01-08 08:00:00,-16.27,0.19,0.75,785.18
2049-01-08 08:30:00,-16.17,360000.0,740000.0,784510000.0
2049-01-08 09:00:00,-16.07,0.52,,783.35
2049-01-08 09:30:00,-15.99,0.67,0.77,785.72
2049-01-08 10:00:00,-15.92,0.79,690000.0,781.6
2049-01-08 10:30:00,-15.86,0.89,0.72,
2049-01-08 11:00:00,-15.83,0.96,0.73,783.46
2049-01-08 11:30:00,-15.81,1.0,0.7,781.92
2049-01-08 12:00:00,-15.81,1.0,660000.0,779920000.0
2049-01-08 12:30:00,-15.82,0.96,760000.0,784.94
2049-01-08 13:00:00,-15860000.0,0.89,730000.0,783.51
2049-01-08 13:30:00,-15.91,0.79,0.79,786.59
2049-01-08 14:00:00,-15.98,0.67,0.77,785.7
2049-01-08 14:30:00,-16.06,0.52,0.8,787330000.0
2049-01-08 15:00:00,-16.15,0.36,0.74,
2049-01-08 15:30:00,-16260000.0,0.19,0.7,782.66
2049-01-08 16:00:00,-16.37,,0.67,781.34
2049-01-08 16:30:00,-16.5,-0.16,0.74,785.05
2049-01-08 17:00:00,-16.63,-0.32,0.76,786.26
2049-01-08 17:30:00,-16.76,-0.46,0.73,784.98
2049-01-08 18:00:00,-16890000.0,,0.8,788.69
2049-01-08 18:30:00,-17.02,-0.7,0.74,785.9
2049-01-08 19:00:00,-17.15,-0.79,0.76,787.11
2049-01-08 19:30:00,,-0.86,0.74,786.31
2049-01-08 20:00:00,-17.38,-910000.0,0.74,786490000.0
2049-01-08 20:30:00,-17.48,-0.95,0.7,784.65
2049-01-08 21:00:00,-17.57,-0.98,810000.0,790.3
2049-01-08 21:30:00,-17640000.0,-0.99,0.77,788410000.0
2049-01-08 22:00:00,-17700000.0,-1.0,0.8,790.01
2049-01-08 22:30:00,-17.75,-1.0,710000.0,785590000.0
2049-01-08 23:00:00,-17.77,-1.0,0.69,784.62
2049-01-08 23:30:00,-17.78,-1000000.0,0.72,786.14
2049-01-09 00:00:00,-17.78,-1.0,0.76,788140000.0
2049-01-09 00:30:00,-17.77,-1.0,0.7,785.12
2049-01-09 01:00:00,,-1.0,0.77,788.58
2049-01-09 01:30:00,-17.69,,0.72,785.99
2049-01-09 02:00:00,-17.63,-0.99,0.69,784.4
2049-01-09 02:30:00,-17.56,-970000.0,0.71,785.28
2049-01-09 03:00:00,-17.47,-0.95,0.76,787.63
2049-01-09 03:30:00,-17.36,-0.91,0.78,788460000.0
2049-01-09 04:00:00,-17.25,-0.86,0.79,788.78
2049-01-09 04:30:00,-17130000.0,-0.79,0.68,783.08
2049-01-09 05:00:00,-17.0,-0.7,0.78,787.87
2049-01-09 05:30:00,-16.86,-590000.0,0.71,784.14
2049-01-09 06:00:00,-16.73,-0.46,0.73,784.93
2049-01-09 06:30:00,-16.6,-0.31,0.82,789.21
2049-01-09 07:00:00,,-0.16,0.75,785.49
2049-01-09 07:30:00,-16.34,0.01,0.75,785.29
2049-01-09 08:00:00,-16.22,0.19,0.75,785.09
2049-01-09 08:30:00,-16110000.0,0.36,770000.0,785910000.0
2049-01-09 09:00:00,-16.01,0.52,0.69,781.75
2049-01-09 09:30:00,-15.93,0.67,0.82,788.12
2049-01-09 10:00:00,-15.86,0.79,0.67,780.51
2049-01-09 10:30:00,-15.81,890000.0,0.7,781.92
2049-01-09 11:00:00,-15.77,,0.67,780.36
2049-01-09 11:30:00,-15750000.0,1.0,740000.0,783.83
2049-01-09 12:00:00,-15.75,1.0,720000.0,782830000.0
2049-01-09 12:30:00,-15770000.0,0.96,0.68,780.86
2049-01-09 13:00:00,-15.8,890000.0,0.69,781.41
2049-01-09 13:30:00,-15.85,0.79,700000.0,781.99
2049-01-09 14:00:00,-15.92,0.67,730000.0,783.6
2049-01-09 14:30:00,-16.0,0.52,790000.0,
2049-01-09 15:00:00,-16100000.0,360000.0,0.73,783.9
2049-01-09 15:30:00,-16.2,0.19,790000.0,787.06
2049-01-09 16:00:00,-16320000.0,0.01,0.77,
2049-01-09 16:30:00,,-150000.0,0.77,786.45
2049-01-09 17:00:00,-16.57,-0.31,0.75,785.67
2049-01-09 17:30:00,-16.7,-0.46,0.73,784.88
2049-01-09 18:00:00,-16.83,-0.59,760000.0,786.59
2049-01-09 18:30:00,-16.96,-0.7,0.7,
2049-01-09 19:00:00,-17.09,-0.79,750000.0,786.51
2049-01-09 19:30:00,-17.21,-0.86,0.75,786.71
2049-01-09 20:00:00,-17.32,-910000.0,,784.39
2049-01-09 20:30:00,-17.42,-0.95,0.73,786.05
2049-01-09 21:00:00,-17.51,-0.97,0.74,786.7
2049-01-09 21:30:00,-17.59,-0.99,0.73,786.33
2049-01-09 22:00:00,-17.64,-1000000.0,0.75,787.41
2049-01-09 22:30:00,-17.69,-1.0,0.79,
2049-01-09 23:00:00,-17.71,-1000000.0,0.82,791.03
2049-01-09 23:30:00,-17.72,-1.0,0.69,784540000.0
2049-01-10 00:00:00,-17720000.0,-1.0,0.78,789.04
2049-01-10 00:30:00,,-1.0,780000.0,789.03
2049-01-10 01:00:00,-17.68,-1.0,0.79,789480000.0
2049-01-10 01:30:00,-17.64,-1.0,0.72,785.91
2049-01-10 02:00:00,-17.57,-0.99,0.74,786.8
2049-01-10 02:30:00,-17.5,-0.97,0.75,787.18
2049-01-10 03:00:00,-17.41,-0.95,0.81,790.04
2049-01-10 03:30:00,-17.3,-0.91,0.75,786860000.0
2049-01-10 04:00:00,-17.19,-0.86,660000.0,782.18
2049-01-10 04:30:00,-17.07,-790000.0,0.75,
2049-01-10 05:00:00,-16.94,-0.7,0.75,786.27
2049-01-10 05:30:00,-16.8,-0.59,0.76,
2049-01-10 06:00:00,-16670000.0,-0.46,0.73,784.83
2049-01-10 06:30:00,-16.54,-0.31,0.75,785.62
2049-01-10 07:00:00,,-0.15,0.78,786.89
2049-01-10 07:30:00,-16.28,0.01,0.77,786.19
2049-01-10 08:00:00,-16.16,0.19,760000.0,785.5
2049-01-10 08:30:00,-16.05,0.36,0.74,784.32
2049-01-10 09:00:00,-15.95,0.52,,783.15
